500,4.326052480297882
600,3.744270995234971
700,3.199121718040831
800,2.6908358987803633
900,2.220935867415492
1000,1.7916043571505007
1100,1.4063308743685203
1200,1.0705560342477223
1300,0.7901881764571462
1400,0.5674920575803347
1500,0.39783698605065515
1600,0.2711811197506485
1700,0.17634804416952402
1800,0.10397530867886946
1900,0.04725914405973462
2000,0.0015780681303771264
2100,0
2200,0
2300,0
2400,0
2500,0
2600,0
2700,0
2800,0
2900,0
3000,0
3100,0
3200,0
3300,0
3400,0
3500,0
3600,0
3700,0
3800,0
3900,0
4000,0
4100,0
4200,0
4300,0
4400,0
4500,0
4600,0
4700,0
4800,0
4900,0
5000,0
